,Common Name,Kingdom,Phylum,Class,Subclass,Infraclass,Superorder,Order,Family,Genus,SPECIES,Continents,Countries,Regions,Biome,Lifestyle,Seasonal behavior,Ref,Animalia_Link,Subcontinents,Group name,Islands,Introduced Countries,Suborder,Oceans,SUBSPECIES OF,Subfamily,Subgenus,Tribe
0,cherrythroated-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/cherrythroated-tanager/,,,,,,,,,,
0,chestnut-antpitta,Animalia,Chordata,Aves,,,,Passeriformes,Grallariidae,Grallaria,Grallaria blakei,South America,Peru,,"Forest,Mountains",,,"https://en.wikipedia.org/wiki/Chestnut_antpitta,https://www.iucnredlist.org/species/22703327/110972822,https://xeno-canto.org/677502",https://animalia.bio/chestnut-antpitta/,,,,,,,,,,
0,chestnut-bulbul,Animalia,Chordata,Aves,,,,Passeriformes,Pycnonotidae,Hemixos,Hemixos castanonotus,Asia,"China,",,"Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Chestnut_bulbul,https://www.iucnredlist.org/species/22713204/94365324,https://xeno-canto.org/446590",https://animalia.bio/chestnut-bulbul/,,,,,,,,,,
0,chestnut-bunting,Animalia,Chordata,Aves,,,,Passeriformes,Emberizidae,Emberiza,Emberiza rutila,Asia,"China,",,"Anthropogenic biome,Forest,Agricultural,Woodland,Shrubland","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Chestnut_bunting,https://www.iucnredlist.org/species/22720969/94692628,https://xeno-canto.org/485206",https://animalia.bio/chestnut-bunting/,,,,,,,,,,
0,chestnut-forest-rail,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Gruiformes,Rallidae,Rallicula,Rallicula rubra,Asia,"Papua New Guinea,",,"Forest,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Chestnut_forest_rail,https://www.iucnredlist.org/species/22692288/93346363,https://xeno-canto.org/384071",https://animalia.bio/chestnut-forest-rail/,,,,,,,,,,
0,chestnut-munia,Animalia,Chordata,Aves,,,,Passeriformes,Estrildidae,Lonchura,Lonchura atricapilla,Asia,"China,",,"Freshwater,Anthropogenic biome,Forest,Shrubland,Wetlands,Urban wildlife,Grassland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chestnut_munia,https://www.iucnredlist.org/species/22729138/95007301",https://animalia.bio/chestnut-munia/,,,,"Taiwan,",,,,,,
0,chestnut-piculet,Animalia,Chordata,Aves,,,,Piciformes,Picidae,Picumnus,Picumnus cinnamomeus,South America,"Colombia,",,"Anthropogenic biome,Forest,Grassland,Shrubland,Mangrove",,,"https://en.wikipedia.org/wiki/Chestnut_piculet,https://www.iucnredlist.org/species/22680781/92877953,https://xeno-canto.org/693762",https://animalia.bio/chestnut-piculet/,,,,,,,,,,
0,chestnut-quailthrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnut-quailthrush/,,,,,,,,,,
0,chestnut-rail,Animalia,Chordata,Aves,Neornithes,Neognathae,Neoaves,Gruiformes,Rallidae,Eulabeornis,Eulabeornis castaneoventris,Asia,"Australia,",,"Freshwater,Forest,Grassland,Intertidal zone,Wetlands,Marine,Mangrove",,,"https://en.wikipedia.org/wiki/Chestnut_rail,https://www.iucnredlist.org/species/22692778/93369138,https://xeno-canto.org/663993",https://animalia.bio/chestnut-rail/,,,,,,,,,,
0,chestnut-seedeater,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnut-seedeater/,,,,,,,,,,
0,chestnut-sparrow,Animalia,Chordata,Aves,,,,Passeriformes,Passeridae,Passer,Passer eminibey,Africa,"Ethiopia,",,"Anthropogenic biome,Grassland,Savanna,Shrubland,Mountains,Wetlands,Swamp","Terrestrial, ,Oviparous, ,Altricial, ,Nomadic",Not a migrant,"https://en.wikipedia.org/wiki/Chestnut_sparrow,https://www.iucnredlist.org/species/22718286/132116703",https://animalia.bio/chestnut-sparrow/,,,,,,,,,,
0,chestnut-teal,Animalia,Chordata,Aves,,,,Anseriformes,Anatidae,Anas,Anas castanea,,Australia,,"Freshwater,Forest,Wetlands,Coastal,Marine,Estuaries","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Waterfowl",Not a migrant,"https://en.wikipedia.org/wiki/Chestnut_teal,https://www.iucnredlist.org/species/22680277/92853345,https://xeno-canto.org/340216",https://animalia.bio/chestnut-teal/,,,,,,,,,,
0,chestnut-thrush,Animalia,Chordata,Aves,,,,Passeriformes,Turdidae,Turdus,Turdus rubrocanus,Asia,"China,",,Forest,"Terrestrial, ,Oviparous",Partially migrant,"https://en.wikipedia.org/wiki/Chestnut_thrush,https://www.iucnredlist.org/species/22708783/94176472,https://xeno-canto.org/652480",https://animalia.bio/chestnut-thrush/,,,,,,,,,,
0,chestnut-wattleeye,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnut-wattleeye/,,,,,,,,,,
0,chestnut-weaver,Animalia,Chordata,Aves,,,,Passeriformes,Ploceidae,Ploceus,Ploceus rubiginosus,Africa,"Angola,",,"Freshwater,Shrubland","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chestnut_weaver,https://www.iucnredlist.org/species/22718975/111122394,https://xeno-canto.org/510351",https://animalia.bio/chestnut-weaver/,,,,,,,,,,
0,chestnut-wood-quail,Animalia,Chordata,Aves,,,,Galliformes,Odontophoridae,Odontophorus,Odontophorus hyperythrus,South America,Colombia,,"Anthropogenic biome,Forest,Mountains",,,"https://en.wikipedia.org/wiki/Chestnut_wood_quail,https://www.iucnredlist.org/species/22679655/136678215,https://xeno-canto.org/407848",https://animalia.bio/chestnut-wood-quail/,,,,,,,,,,
0,chestnut-woodpecker,Animalia,Chordata,Aves,,,,Piciformes,Picidae,Celeus,Celeus elegans,"South America,",North America,"Trinidad and Tobago,","Anthropogenic biome,Forest,Agricultural,Rainforest,Woodland,Mangrove,Savanna,Wetlands,Swamp","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Chestnut_woodpecker,https://www.iucnredlist.org/species/22681331/92902296,https://xeno-canto.org/702108",https://animalia.bio/chestnut-woodpecker/,,,,,,,,,,
0,chestnutbacked-antbird,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-antbird/,,,,,,,,,,
0,chestnutbacked-antshrike,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-antshrike/,,,,,,,,,,
0,chestnutbacked-buttonquail,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-buttonquail/,,,,,,,,,,
0,chestnutbacked-chickadee,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-chickadee/,,,,,,,,,,
0,chestnutbacked-jewelbabbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-jewelbabbler/,,,,,,,,,,
0,chestnutbacked-laughingthrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-laughingthrush/,,,,,,,,,,
0,chestnutbacked-owlet,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-owlet/,,,,,,,,,,
0,chestnutbacked-scimitar-babbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-scimitar-babbler/,,,,,,,,,,
0,chestnutbacked-sparrowlark,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-sparrowlark/,,,,,,,,,,
0,chestnutbacked-sparrowweaver,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-sparrowweaver/,,,,,,,,,,
0,chestnutbacked-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-tanager/,,,,,,,,,,
0,chestnutbacked-thornbird,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-thornbird/,,,,,,,,,,
0,chestnutbacked-thrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbacked-thrush/,,,,,,,,,,
0,chestnutbanded-plover,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbanded-plover/,,,,,,,,,,
0,chestnutbellied-cotinga,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-cotinga/,,,,,,,,,,
0,chestnutbellied-cuckoo,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-cuckoo/,,,,,,,,,,
0,chestnutbellied-euphonia,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-euphonia/,,,,,,,,,,
0,chestnutbellied-fantail,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-fantail/,,,,,,,,,,
0,chestnutbellied-flowerpiercer,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-flowerpiercer/,,,,,,,,,,
0,chestnutbellied-guan,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-guan/,,,,,,,,,,
0,chestnutbellied-hummingbird,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-hummingbird/,,,,,,,,,,
0,chestnutbellied-imperial-pigeon,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-imperial-pigeon/,,,,,,,,,,
0,chestnutbellied-malkoha,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-malkoha/,,,,,,,,,,
0,chestnutbellied-monarch,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-monarch/,,,,,,,,,,
0,chestnutbellied-mountain-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-mountain-tanager/,,,,,,,,,,
0,chestnutbellied-nuthatch,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-nuthatch/,,,,,,,,,,
0,chestnutbellied-partridge,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-partridge/,,,,,,,,,,
0,chestnutbellied-rock-thrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-rock-thrush/,,,,,,,,,,
0,chestnutbellied-sandgrouse,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-sandgrouse/,,,,,,,,,,
0,chestnutbellied-seed-finch,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-seed-finch/,,,,,,,,,,
0,chestnutbellied-seedeater,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-seedeater/,,,,,,,,,,
0,chestnutbellied-starling,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-starling/,,,,,,,,,,
0,chestnutbellied-thrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-thrush/,,,,,,,,,,
0,chestnutbellied-tit,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbellied-tit/,,,,,,,,,,
0,chestnutbelted-gnateater,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbelted-gnateater/,,,,,,,,,,
0,chestnutbreasted-chlorophonia,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-chlorophonia/,,,,,,,,,,
0,chestnutbreasted-coronet,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-coronet/,,,,,,,,,,
0,chestnutbreasted-cuckoo,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-cuckoo/,,,,,,,,,,
0,chestnutbreasted-malkoha,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-malkoha/,,,,,,,,,,
0,chestnutbreasted-mannikin,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-mannikin/,,,,,,,,,,
0,chestnutbreasted-mountain-finch,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-mountain-finch/,,,,,,,,,,
0,chestnutbreasted-nigrita,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-nigrita/,,,,,,,,,,
0,chestnutbreasted-partridge,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-partridge/,,,,,,,,,,
0,chestnutbreasted-quailthrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-quailthrush/,,,,,,,,,,
0,chestnutbreasted-whiteface,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-whiteface/,,,,,,,,,,
0,chestnutbreasted-wren,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutbreasted-wren/,,,,,,,,,,
0,chestnutcapped-babbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcapped-babbler/,,,,,,,,,,
0,chestnutcapped-blackbird,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcapped-blackbird/,,,,,,,,,,
0,chestnutcapped-brushfinch,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcapped-brushfinch/,,,,,,,,,,
0,chestnutcapped-flycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcapped-flycatcher/,,,,,,,,,,
0,chestnutcapped-laughingthrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcapped-laughingthrush/,,,,,,,,,,
0,chestnutcapped-piha,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcapped-piha/,,,,,,,,,,
0,chestnutcapped-puffbird,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcapped-puffbird/,,,,,,,,,,
0,chestnutcapped-thrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcapped-thrush/,,,,,,,,,,
0,chestnutcheeked-starling,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcheeked-starling/,,,,,,,,,,
0,chestnutcollared-longspur,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcollared-longspur/,,,,,,,,,,
0,chestnutcollared-swallow,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcollared-swallow/,,,,,,,,,,
0,chestnutcollared-swift,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcollared-swift/,,,,,,,,,,
0,chestnutcolored-woodpecker,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcolored-woodpecker/,,,,,,,,,,
0,chestnutcrested-antbird,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrested-antbird/,,,,,,,,,,
0,chestnutcrested-cotinga,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrested-cotinga/,,,,,,,,,,
0,chestnutcrested-yuhina,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrested-yuhina/,,,,,,,,,,
0,chestnutcrowned-antpitta,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrowned-antpitta/,,,,,,,,,,
0,chestnutcrowned-babbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrowned-babbler/,,,,,,,,,,
0,chestnutcrowned-becard,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrowned-becard/,,,,,,,,,,
0,chestnutcrowned-bush-warbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrowned-bush-warbler/,,,,,,,,,,
0,chestnutcrowned-foliagegleaner,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrowned-foliagegleaner/,,,,,,,,,,
0,chestnutcrowned-gnateater,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrowned-gnateater/,,,,,,,,,,
0,chestnutcrowned-laughingthrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrowned-laughingthrush/,,,,,,,,,,
0,chestnutcrowned-sparrowweaver,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrowned-sparrowweaver/,,,,,,,,,,
0,chestnutcrowned-warbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutcrowned-warbler/,,,,,,,,,,
0,chestnuteared-aracari,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnuteared-aracari/,,,,,,,,,,
0,chestnuteared-bunting,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnuteared-bunting/,,,,,,,,,,
0,chestnuteared-laughingthrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnuteared-laughingthrush/,,,,,,,,,,
0,chestnutfaced-babbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutfaced-babbler/,,,,,,,,,,
0,chestnutflanked-sparrowhawk,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutflanked-sparrowhawk/,,,,,,,,,,
0,chestnutflanked-whiteeye,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutflanked-whiteeye/,,,,,,,,,,
0,chestnutfronted-helmetshrike,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutfronted-helmetshrike/,,,,,,,,,,
0,chestnutfronted-macaw,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutfronted-macaw/,,,,,,,,,,
0,chestnutheaded-beeeater,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutheaded-beeeater/,,,,,,,,,,
0,chestnutheaded-chachalaca,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutheaded-chachalaca/,,,,,,,,,,
0,chestnutheaded-crake,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutheaded-crake/,,,,,,,,,,
0,chestnutheaded-flufftail,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutheaded-flufftail/,,,,,,,,,,
0,chestnutheaded-nunlet,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutheaded-nunlet/,,,,,,,,,,
0,chestnutheaded-oropendola,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutheaded-oropendola/,,,,,,,,,,
0,chestnutheaded-partridge,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutheaded-partridge/,,,,,,,,,,
0,chestnutheaded-sparrowlark,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutheaded-sparrowlark/,,,,,,,,,,
0,chestnutheaded-tanager,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutheaded-tanager/,,,,,,,,,,
0,chestnutheaded-tesia,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutheaded-tesia/,,,,,,,,,,
0,chestnuthooded-laughingthrush,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnuthooded-laughingthrush/,,,,,,,,,,
0,chestnutnaped-antpitta,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutnaped-antpitta/,,,,,,,,,,
0,chestnutnaped-forktail,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutnaped-forktail/,,,,,,,,,,
0,chestnutnaped-spurfowl,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutnaped-spurfowl/,,,,,,,,,,
0,chestnutnecklaced-partridge,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutnecklaced-partridge/,,,,,,,,,,
0,chestnutquilled-rock-pigeon,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutquilled-rock-pigeon/,,,,,,,,,,
0,chestnutrumped-babbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutrumped-babbler/,,,,,,,,,,
0,chestnutrumped-heathwren,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutrumped-heathwren/,,,,,,,,,,
0,chestnutrumped-thornbill,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutrumped-thornbill/,,,,,,,,,,
0,chestnutrumped-woodcreeper,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutrumped-woodcreeper/,,,,,,,,,,
0,chestnutshouldered-antwren,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutshouldered-antwren/,,,,,,,,,,
0,chestnutshouldered-goshawk,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutshouldered-goshawk/,,,,,,,,,,
0,chestnutsided-shrikevireo,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutsided-shrikevireo/,,,,,,,,,,
0,chestnutsided-warbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutsided-warbler/,,,,,,,,,,
0,chestnuttailed-starling,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnuttailed-starling/,,,,,,,,,,
0,chestnutthroated-apalis,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutthroated-apalis/,,,,,,,,,,
0,chestnutthroated-flycatcher,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutthroated-flycatcher/,,,,,,,,,,
0,chestnutthroated-huethuet,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutthroated-huethuet/,,,,,,,,,,
0,chestnutthroated-seedeater,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutthroated-seedeater/,,,,,,,,,,
0,chestnutthroated-spinetail,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutthroated-spinetail/,,,,,,,,,,
0,chestnuttipped-toucanet,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnuttipped-toucanet/,,,,,,,,,,
0,chestnutvented-conebill,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutvented-conebill/,,,,,,,,,,
0,chestnutvented-nuthatch,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutvented-nuthatch/,,,,,,,,,,
0,chestnutvented-warbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutvented-warbler/,,,,,,,,,,
0,chestnutwinged-babbler,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutwinged-babbler/,,,,,,,,,,
0,chestnutwinged-chachalaca,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutwinged-chachalaca/,,,,,,,,,,
0,chestnutwinged-cinclodes,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutwinged-cinclodes/,,,,,,,,,,
0,chestnutwinged-cuckoo,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutwinged-cuckoo/,,,,,,,,,,
0,chestnutwinged-foliagegleaner,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutwinged-foliagegleaner/,,,,,,,,,,
0,chestnutwinged-hookbill,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutwinged-hookbill/,,,,,,,,,,
0,chestnutwinged-starling,,,,,,,,,,,,,,,,,,https://animalia.bio/chestnutwinged-starling/,,,,,,,,,,
0,chicos-tyrannulet,Animalia,Chordata,Aves,,,,Passeriformes,Tyrannidae,Zimmerius,Zimmerius chicomendesi,South America,Brazil,,"Forest,Shrubland,Mountains,Montane forest",,,"https://en.wikipedia.org/wiki/Chico's_tyrannulet,https://www.iucnredlist.org/species/103680766/132190673",https://animalia.bio/chicos-tyrannulet/,,,,,,,,,,
0,chiguanco-thrush,Animalia,Chordata,Aves,,,,Passeriformes,Turdidae,Turdus,Turdus chiguanco,South America,"Ecuador,",,"Freshwater,Anthropogenic biome,Forest,Grassland,Shrubland,Wetlands,Urban wildlife","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Chiguanco_thrush,https://www.iucnredlist.org/species/103889964/94180460,https://xeno-canto.org/697254",https://animalia.bio/chiguanco-thrush/,,,,,,,,,,
0,chihuahuan-raven,Animalia,Chordata,Aves,,,,Passeriformes,Corvidae,Corvus,Corvus cryptoleucus,North America,"Mexico,",,"Anthropogenic biome,Grassland,Shrubland,Forest","Terrestrial, ,Oviparous, ,Territorial",Migrating,"https://en.wikipedia.org/wiki/Chihuahuan_raven,https://www.iucnredlist.org/species/22706055/94048555,https://xeno-canto.org/662844",https://animalia.bio/chihuahuan-raven/,,,,,,,,,,
0,chilean-elaenia,Animalia,Chordata,Aves,,,,Passeriformes,Tyrannidae,Elaenia,Elaenia chilensis,,Bolivia,,"Forest,Mountains,Shrubland",,,"https://en.wikipedia.org/wiki/Chilean_elaenia,https://xeno-canto.org/638549",https://animalia.bio/chilean-elaenia/,,,,,,,,,,
0,chilean-flamingo,Animalia,Chordata,Aves,,,,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus chilensis,South America,"Argentina,",,"Lakes,Wetlands,Estuaries,Intertidal zone,Brackish water,Coastal,Mountains,Grassland,Freshwater,Neritic zone,Marine","Wading birds, ,Semiaquatic, ,Soaring birds, ,Shorebirds, ,Precocial, ,Terrestrial, ,Congregatory, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Chilean_flamingo,http://www.iucnredlist.org/details/22697365/0,https://xeno-canto.org/272817",https://animalia.bio/chilean-flamingo/,,"colony, flamboyance, stand, regiment",,,,,,,,
0,chilean-flicker,Animalia,Chordata,Aves,,,,Piciformes,Picidae,Colaptes,Colaptes pitius,South America,"Chile,",,"Anthropogenic biome,Forest,Shrubland","Terrestrial, ,Oviparous, ,Altricial",Not a migrant,"https://en.wikipedia.org/wiki/Chilean_flicker,https://www.iucnredlist.org/species/22681297/92901035,https://xeno-canto.org/617690",https://animalia.bio/chilean-flicker/,,,,,,,,,,
0,chilean-hawk,Animalia,Chordata,Aves,,,,Accipitriformes,Accipitridae,Accipiter,Accipiter chilensis,,"Argentina,",,"Agricultural,Anthropogenic biome,Forest,Grassland,Mountains,Shrubland","Oviparous, ,Altricial, ,Soaring, ,Ambush predator",,"https://en.wikipedia.org/wiki/Chilean_hawk,https://xeno-canto.org/610673",https://animalia.bio/chilean-hawk/,,,,,,,,,,
0,chilean-mockingbird,Animalia,Chordata,Aves,,,,Passeriformes,Mimidae,Mimus,Mimus thenca,South America,"Chile,",,"Anthropogenic biome,Shrubland,Agricultural,Urban wildlife,Forest,Woodland,Savanna","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chilean_mockingbird,https://www.iucnredlist.org/species/22711050/132093090,https://xeno-canto.org/671180",https://animalia.bio/chilean-mockingbird/,,,,,,,,,,
0,chilean-pigeon,Animalia,Chordata,Aves,,,,Columbiformes,Columbidae,Patagioenas,Patagioenas araucana,South America,"Chile,",,"Anthropogenic biome,Forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chilean_pigeon,https://www.iucnredlist.org/species/22690273/93268029,https://xeno-canto.org/450035",https://animalia.bio/chilean-pigeon/,,,,,,,,,,
0,chilean-seaside-cinclodes,Animalia,Chordata,Aves,,,,Passeriformes,Furnariidae,Cinclodes,Cinclodes nigrofumosus,South America,Chile,,"Intertidal zone,Marine,Rocky areas","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chilean_seaside_cinclodes,https://www.iucnredlist.org/species/22702107/93860325,https://xeno-canto.org/520294",https://animalia.bio/chilean-seaside-cinclodes/,,,,,,,,,,
0,chilean-skua,Animalia,Chordata,Aves,,,,Charadriiformes,Stercorariidae,Catharacta,Stercorarius chilensis,South America,"Chile,",,"Grassland,Intertidal zone,Neritic zone,Oceanic pelagic zone,Coastal,Marine","Terrestrial, ,Congregatory, ,Oviparous, ,Precocial, ,Seabird",Not a migrant,"https://en.wikipedia.org/wiki/Chilean_skua,https://www.iucnredlist.org/species/22694210/132533346,https://xeno-canto.org/89726",https://animalia.bio/chilean-skua/,,,,,,,,,,
0,chilean-swallow,Animalia,Chordata,Aves,,,,Passeriformes,Hirundinidae,Tachycineta,Tachycineta leucopyga,South America,"Chile,","Argentina,","Freshwater,Anthropogenic biome,Forest,Shrubland,Wetlands,Coastal,Marine,Desert","Terrestrial, ,Oviparous",Migrating,"https://en.wikipedia.org/wiki/Chilean_swallow,https://www.iucnredlist.org/species/22712071/118842769,https://xeno-canto.org/620408",https://animalia.bio/chilean-swallow/,,,,,,,,,,
0,chilean-tinamou,Animalia,Chordata,Aves,,,,Struthioniformes,Tinamidae,Nothoprocta,Nothoprocta perdicaria,South America,Chile,,"Anthropogenic biome,Grassland,Shrubland,Forest,Mountains,Montane forest","Terrestrial, ,Oviparous",Not a migrant,"https://en.wikipedia.org/wiki/Chilean_tinamou,https://www.iucnredlist.org/species/22678265/132048936,https://xeno-canto.org/585536",https://animalia.bio/chilean-tinamou/,,,,,,,,,,
